element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Mn,0.2074069756161929,-0.15611150354634512,-0.21407664831345774,0.3726690287996801,0.1146498874381045,0.17583913301292842,-0.01262486893449612,-0.04842094374652463,-0.042875535566096044,0.08880074152062108,0.024685336818160014,-0.00792084762111494,0.04959768324855763,-0.07536648160374067,0.010040205758537665,0.04980620100711519,-0.018217768474963605,-0.05671686131386593,-0.18101167170272917,-0.030922827123213415,0.09884463156521786,0.04884917068678265,-0.10755730794247019,0.004807067437435452,-0.02482456706025062,-0.03313445757484756,0.015788778425634167,-0.03572621823815141,0.05894116980381962,-0.0594414762624329,0.03879118745488648,-0.06335496565558897,-0.09382597404705943,0.015002272994127257,0.030875910910264228,0.10962234128130392,0.08243192660209785,-0.027458638739988064,-0.005204943091470945,0.005479327818317858,0.005900133639301257,-0.027935953661851073,-0.0038856336852219862,-0.022347416765660388,-0.045563373909776494,-0.07022435721442795,-0.04619814472628031,-0.022282568272551925,0.057887236327304206,-0.03685547143049846,-0.01867572289171959,0.006925021338831218,-0.0419453419373693,-0.015989352751755313,0.015572969198818495,-0.0027375568305021357,0.024729606013756567,0.0218798960091233,0.02028965823957215,0.014540850967135454,0.020148201242777202,-0.00653942021778426,0.022998444005153523
Fe,-0.09530966436541577,-0.1581986403520256,-0.17682327129164233,0.30377658828976123,0.06476616637069607,0.023520385275535717,0.040416316538193164,0.17688206765682343,-0.07252685295576394,-0.03616453363181541,-0.040983498039931406,-0.01270385048707531,-0.15306752875374288,-0.020420237072682028,-0.12804741208476586,0.1579915832689806,0.049020090038578594,0.1657568438756028,-0.06283511173442917,0.0442562888442803,0.2171089389770657,0.04567326819272289,0.11336324383776307,-0.02497879279981893,0.01927730790526866,-0.0031458394499581767,0.015083219256756077,0.1307241302647665,0.012946524261650763,0.023048199622256696,-0.05711586018238142,0.06767873354535159,0.008891674217886782,0.023546236503158877,-0.0721462870191138,0.02087389465952249,-0.028065105800535225,0.03353023061324245,-0.015455201603899096,0.009086093244996114,0.07279044432207538,0.014201309841234196,-0.04481760870591205,0.040916640699976185,0.002780103588916813,0.045908926506280576,0.0003898875198093355,-0.0264733920572948,-0.04116750678581322,-0.01036623587053843,-0.037117082418854565,-0.03206450577260315,-0.025569425309494916,0.011827248408448386,-0.007953005265412757,-0.002250055033406625,-0.011625817003224872,0.032985842139318884,-0.02892274298904163,0.037974840547093415,-0.002501373150830751,0.015817442029034606,4.0076993584441956e-05
Co,-0.08907655709312101,0.015646401610307153,-0.1392277244802989,0.2949421367361227,-0.05851650280090053,0.09051850521269232,0.1605201023638022,0.002124462937649664,-0.055792981846301486,0.16212469932984344,0.02694219681477869,-0.22857962234205664,-0.16213227463043464,0.10096870806236975,-0.05028069239638458,0.018850214057177152,-0.018084442894794096,0.11006779260417199,0.009354362151791962,-0.09424974495742712,-0.06798491644080724,0.24795087060120807,-0.028373367189358477,-0.03206400481429654,-0.04698937446006486,-0.04326040627264303,-0.0016712924952008766,-0.018193463792867872,0.02210144648896374,0.041800514769335356,0.05370890505809053,0.08360494400500319,0.05835625451846842,-0.004893366897474813,-0.04089317573679212,-0.011750504085943025,-0.011759843323287063,-0.032167950541385104,0.02050964178117694,0.05175494078813183,-0.09615262902581609,0.006131419329641955,-0.03414973645322988,-0.09411598139469503,-0.03261434308684715,0.006381233494377878,0.04810332879767998,0.0018086734843874835,0.01750137680529226,0.06520378128223576,8.26133757357051e-05,-0.009014553538172416,-0.004652621037029604,0.005994663520612733,0.02307873952854819,0.016055359811501704,-0.019461907792241624,-0.031605458834703844,0.018307109231959006,-0.012449175456901222,0.0016493506482804004,-0.0018699197222933638,8.522226417871969e-06
Ni,-0.1949576829265391,0.35024321004568204,-0.28051711150938324,0.056510587337247536,0.18781261477064373,0.012617766725726154,0.13253805744886896,0.13910014025766576,-0.11494822181162541,0.05544768377699624,-0.015207783894116035,-0.13186419899348834,0.051089778979160186,0.2127807802576216,0.17401639186328835,0.044982035111498675,0.06232386733234912,-0.12582017419722927,0.027626963455757735,-0.2076148745466847,0.06729290125556756,0.014690119223460727,0.004847864125397829,-0.01025257180158361,0.09607889850243923,-0.013504617710949848,-0.10370017777036786,-0.005561762267848838,0.046606295831756746,-0.002620691528837824,-0.06753218958489161,-0.09846610423407015,-0.06587406749232344,0.014330844791738696,0.009525145980685169,0.008962792683456278,-0.0031904159220691192,-0.0561460892273699,-0.0179903803595407,-0.016061890986415216,0.02530322238012177,0.021371346903196583,0.0436417538065611,0.04763388842051995,0.06322931094378167,0.008509519582564127,0.03907072002850924,0.03985898682406482,-0.013399192034134552,0.04189184049248714,0.01533695438558535,-0.02372020082237012,0.003116839006664433,-0.04348596063587627,-0.018325436755430153,0.02663853541229605,-0.010045961453141796,0.02932539647766052,0.01292092268407782,-0.00020203447325560763,-0.017075656879002,-0.006813797127636653,-0.007049327336614691
Cu,-0.2726124483489922,0.29647799272101055,-0.19685002322802,0.3108873927850212,0.00785049275141261,0.050958655803317085,0.12498443299957286,0.24472150119322264,0.03649755482355927,0.15392938293162964,0.06355984733850222,-0.117278755134745,-0.004883662448403339,0.0365486583970311,0.1135913205727581,-0.02760891157755332,0.012493741765214358,-0.04283168137179536,0.02524569663873332,-0.07182726280173075,0.05123970167131683,-0.14644756601616407,0.012876989702139718,-0.032030458544340376,-0.06855074207346867,0.02453915431579044,0.05699689221363043,-0.013412070751454192,-0.04292238158656488,-0.06183972841326318,0.0909265416528807,0.04952772029773335,0.03363859727129772,-0.05087735222554539,0.09266349730353766,-0.023952925362879404,0.02074743107487252,0.024846201366042382,0.007392507108137804,0.012023640035338623,0.009988641460285101,0.015434784283135527,0.05180030999006706,-0.03161939534327078,0.004810248226078796,0.0049927155752192785,-0.05500073695541975,-0.07074089464193963,-0.03469171741159116,-0.028453376012262117,0.05837111533004601,0.012423787015452256,0.029578935804950284,0.03137589250941341,-0.0022483019839379605,-0.04725812943530161,0.017858880587675152,-0.004379867433587428,-0.009888310879110126,-0.004068478898480423,0.023594988428882288,0.026412265488303447,-0.014365353837722148
Zn,-0.3704942040199386,0.09014502654119268,-0.13876972303665605,0.25430129899818465,-0.046129364298257265,-0.06495663371781996,-0.22241544637969132,0.04677638403212698,0.1586031949972451,0.010311549440160063,-0.01736028182832373,0.04590897783910154,-0.08945889661264353,-0.043105144007839435,0.062395460960882616,-0.1351406250178753,0.1089247866382113,0.06051010011778166,-0.028289674899154755,0.045288095203202865,-0.09958578058363025,-0.03558474343635331,-0.008528714154567008,0.03644333077776463,0.01770980627731637,-0.03053287661193999,0.013445062410340266,-0.10488269525539617,0.01804683970337929,0.035007778781288704,-0.08808769226599002,-0.09515936615104172,0.053599092231851046,0.009642913501423753,0.018504876777975226,0.05282645508459326,-0.02746342842677804,-0.03856972479754364,-0.08109931066476041,-0.07118167910912854,0.0796909046833006,0.07751030699162645,0.00273112322137567,-0.03725302917792561,-0.006317135374713064,0.009659557066855326,0.04701496397640855,-0.014128164322045509,-0.016114564352705914,0.020881646108989443,-0.011481509531278933,-0.013814828569990945,0.052281937041774466,0.009551649856376295,0.05036025624595235,0.030156250671192483,-0.01122054652421097,-0.017558117202095838,-0.027580393665181203,-0.0006571188337056486,0.0223737336828647,0.008341336912486596,0.01833755099904648
Ga,0.023900144697533897,0.06186285135402551,0.019545987310509112,0.28536562217341627,-0.4304607993496372,0.1157116794202773,-0.1865951234212295,0.017275602876212527,-0.07280071956533013,-0.17195940884741728,0.0135327210895269,0.03650375058160528,-0.013245980821715735,0.048457542007464445,-0.03591909969523249,0.07636850584324255,0.016926606906142685,-0.07516550755006449,0.089431266863972,-0.03420285185485546,2.7541106620837087e-05,-0.0024193324535597507,-0.04468088792821996,0.05609429460416828,-0.02254670038315811,-0.06888065128722866,-0.03885660535710423,-0.012286405969744181,-0.07261615181570977,-0.06806490184911586,-0.02944051526849399,0.030269283520981648,-0.05364910096598804,0.09765041364463832,0.00020352919277754673,-0.07622872236355334,-0.025454571846317327,-0.0029227207689185223,-0.012318861143578882,-0.04907973367912596,-0.031069604245769822,0.004733396331966205,-0.028375263735128824,-0.0370354187655656,0.00044458575927618256,0.05202132880357887,0.03703265723752601,-0.0642791448716894,0.05226903327009735,-0.052093080200431616,0.03364060468283608,0.005254576262051519,-0.0014708530330259499,-0.05874051237646912,-0.07177084312987049,-0.006031088813189822,-0.01359468370218452,-0.007873820320150738,-0.017811629772808618,-0.00821841811997115,-0.004590408326728831,0.0009333318555710997,0.010349827702491203
Ge,0.0009147897068642013,0.090100923302385,-0.27626027167206063,-0.03173859752878888,-0.22039628487415408,-0.005310177660665066,0.07163571243158105,0.14237089903722455,-0.32050460683088206,-0.14384375689285708,0.044189518841575647,0.14437044933011772,0.22948162989470747,0.006958348651757066,0.10391065642873029,-0.004450985034222917,0.06517144249705162,-0.037231668271057256,0.005161282519484354,0.01143572776946942,-0.06797175022940391,0.05097026151936154,0.004777506805396133,0.021809229608523644,0.1104319947708194,0.01841559197838819,0.06620963447445839,0.007061246336295985,-0.029137171837232724,0.0654292335029031,0.024614242944525782,0.047223197058385284,0.07567432690012971,-0.011629430590752662,-0.05553722505893215,0.007782149255944118,-0.015782745181598716,-0.08126932788393768,-0.05090038236743851,0.038264897172753456,0.026930235193443723,-0.045707822056723434,-0.006240180078965357,0.02869979536691682,0.0008098124185841738,-0.0629976334521979,-0.025749226605328916,0.011702144959197393,0.016094995765726188,0.03329627546975078,-0.002593251258677279,0.03876532248295499,0.0015562728903158586,0.06176267219586885,-0.03936748461316495,-0.00484142923176021,-0.007390713618238494,-0.021632575372560366,0.008545854488329804,0.01582601932627796,-0.004396613264259614,0.022676655464228847,0.015779254496850064
As,-0.032169058046218474,0.14155371919704235,-0.17939629842321955,-0.1410189029334135,-0.27331877923421516,0.05932382696432151,-0.11273387771670934,-0.1630045538996815,-0.23060411401118336,-0.0797582437331951,-0.07304954507514469,0.15456435235683302,-0.18299278165759358,0.0019663389382164596,0.13642678812001374,-0.0002880660054192099,0.10002087771405739,-0.028189495153468688,0.03010531354318979,0.1215607137931841,0.06303736210823524,0.054109676000412874,-0.053952450175606285,-0.11330547482373553,-0.03283666307858567,0.025431627633501038,-0.00962845092928491,-0.06635169517111857,-0.03253597350701393,-0.10125704250037976,0.018838460127420537,0.048117616938180334,-0.013131402763117892,0.012073410168914762,0.005817406495049788,0.010863761688015504,0.05199448930028651,0.06936184979757935,0.025574667054634796,0.04035040181021041,0.01597049916885853,-0.00030221455578100106,0.09117404905865975,-0.0332250245365953,0.05725033076678316,-0.024443464605098865,0.0729253604583821,0.01849127933319021,0.007018014755556781,0.02181783295015524,-0.014597246151621454,0.033121751085269574,-0.02314658709773109,0.017967747695486726,0.04869691534708582,0.0010173272883095162,-0.008343002918583307,0.036453703141795885,-0.011589249010569758,0.008957470391239246,0.0042589861850591895,-0.003163286293278858,-0.012850784989319405
Se,-0.09949176416663384,0.3769498459806184,-0.1423509719923393,-0.05111482630401699,-0.1560585582400673,-0.07549706990417795,-0.12173646573096299,0.028539956909188615,-0.06597546130650768,-0.05050972542209137,-0.3797796396698507,-0.07625104489401928,0.038010695473782816,-0.14628729661360199,0.033666198243449484,0.016930377761753893,-0.16307966096437976,0.10246326863972287,-0.10365366105618591,0.0346443862336051,-0.025869832321001946,-0.01475375253263396,-0.02475119034666194,-0.004585816935173821,-0.060607325545550185,-0.027926177621983742,0.09113477631174252,-0.0421451224762448,-0.02464656161912127,0.08939664031426381,-0.051341358676296224,-0.009740493644898705,-0.0271935713426343,-0.031204720822455387,-0.02948054595304995,0.004517328257382837,0.06896551811211468,-0.012673582750501058,-0.040409796910418704,0.08439080846552825,-0.03764468563477224,0.024795977412357183,0.0510942541222471,0.03066605675786285,-0.02096425521535883,0.0489004639118706,-0.070335055296447,0.02243155539330289,0.006724929989898697,0.0516837461433113,0.013999724198854141,-0.025990629078443562,0.0046464192150561376,-0.04734499798274826,-0.032947228027808695,-0.000123853599298397,0.017116038864797213,-0.0004484788206651264,-0.01961932949656909,-0.005893656262050552,0.012273044666831646,-0.011082142454667727,-0.007462196304505886
Br,-0.1254649091542274,0.6162817751828665,0.010731222645368403,0.10756670639926133,0.2449828426481187,0.3296941294267647,-0.09635667565017263,-0.04753292749506646,-0.08097810165231696,-0.022676644569549608,0.0823485135960392,0.04609499013716256,-0.012987675444191882,0.014452262042201127,-0.03788281538375458,0.0105287365114646,0.001809096509381708,0.0019375471507795353,0.029804184675484072,0.09301468708823,-0.12045075843005197,-0.02460765243141995,0.10589263028023954,-0.06857731813158235,-0.015493337534008242,-0.0074987466010295704,0.03687679837423028,-0.04456442309814644,-0.03751645892985061,0.04613598196449857,0.0013567840353524952,0.019320218588752405,-0.1149290142442392,0.019641051033532187,0.0401382672281605,-0.09915945950024513,-0.00757417264599396,-0.059363956360048147,0.040045760629914225,-0.05336829594246739,-0.05095079360613368,-0.012531762779856279,-0.0238046433080576,0.0534176233406449,0.01281413683618398,-0.027915610640928186,-0.07637916953066082,-0.04236788509488538,0.011476426465032271,0.01529893816069037,-0.07332396180232968,-0.0042545440604974455,-0.012404804655341968,-0.010175457428227204,0.050763326910636626,0.008643825838363475,-0.028891397373841648,-0.01039022684155669,-0.012354412013400774,0.004893488551412828,-0.014962086229219908,0.006755615526805701,-0.004624760651865723
Kr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rb,-0.10410416213276094,0.32701897602820446,0.38500047126024484,0.22815385738480068,-0.062344190533465994,-0.24231594819191268,0.2262373294716316,-0.04830093433055517,-0.048528858381611716,-0.09172046930051789,0.03096181778920958,0.02360707866650381,-0.05943582920836083,-0.020173398263265557,-0.03638684237077517,-0.13892904946880216,-0.12151103246869535,-0.08707338285136144,0.028922825434818653,0.06415840590329626,0.001736439326994737,0.09599267550916586,0.04272498708710596,0.10015794658861685,-0.004994372708192889,0.12310146285942901,0.029641966679250637,-0.014115077410096549,0.036811696373394584,-0.01748003966909113,-0.039616983863021156,0.0006081439170242735,-0.06310409938120762,-0.012820757058101788,-0.023100586004743236,0.08951043959900813,-0.03962588647002071,0.020232276481637123,0.09002640500503019,-0.027916998514460455,0.11196349387556452,0.019000706574330502,0.03393871555211985,-0.020475004545326237,-0.022650477093826383,0.0029915385910403826,-0.013103410149900106,-0.05790834460696354,0.0696458060126807,0.03902902794216727,-0.005137077611012847,-0.012528466503481396,0.010994395074778474,0.0020903705070365606,-0.019845055169431823,0.010503188832925718,0.014279197886254502,-0.021656645332756654,0.019299982821023874,0.017808164457897253,-0.013091574568500118,-0.00018086304558904455,-0.014665594448353601
Sr,-0.0753532715510809,-0.20764867473001083,0.43363949638743354,-0.06422257242852505,0.08611584844012007,-0.08913759210795776,-0.1647960279684548,0.17822576628891082,-0.15379884535869565,0.012648210584956682,0.07787333671985319,-0.12836664463846878,0.05111915885181456,-0.2251494137053783,-0.00014333505743728024,0.06436779838132207,0.06833588873020863,-0.054677491138953614,0.11206459582617326,0.020841310475621835,0.01869911013167341,-0.021862749068735067,0.06187158130368197,0.013091223415799224,0.00805095315472663,-0.07894359027322671,-0.06915032795963696,-0.038389215450598105,0.018779216799076324,0.030602391990604213,0.03897651903093663,0.1192991191262017,-0.016274189889556614,0.0650431977050395,-0.08143443262262001,0.013259150683430608,0.0487837437834009,-0.014285484294412943,0.013768212309360069,-0.05056807709485188,0.07415570629047052,0.014526764456415387,-0.0024841822885242637,-0.00851455582865646,-0.014035670652704335,-0.02592807813458221,-0.03275468169728566,0.03823010662970012,-0.01665244375728008,0.031109728085017663,0.02437260787573458,0.016295118633735707,-0.004996658052431821,-0.040692087325563675,0.019816022228513516,-0.002406319709414709,-0.02901180106824731,0.013263092409285419,0.030884849660896798,-0.036813448216939694,0.0379033626517236,0.0028334615856373973,-0.005632050393932247
Y,-0.04310939289043154,-0.2796794081538088,0.20239822796176193,-0.03861787473978285,0.22896366688224448,0.1791518699123298,-0.10996964551349929,0.04500084434965348,-0.04281600870323962,-0.2377897620220715,0.04866112813641505,-0.1314117260063624,-0.14519869885562559,0.0734040847168003,-0.045723927504787217,-0.05974675685228659,-0.07417508390410878,-0.10811763635541288,-0.09094944969152513,-0.052591763358441575,-0.04487169602873929,-0.09939084653937284,-0.008801026516858114,0.136799940166818,0.10411321317888056,0.09376627303489875,0.01168000091892622,-0.005618779711804625,0.033300106991123256,0.016036302300804883,0.017910394783962405,0.06938500745676142,0.1332175024208299,0.06180286087013061,0.03050284178554464,0.0568973634542898,0.01853742109456161,0.011480132539259565,0.007715124343582327,0.0903489190830832,-0.0688706555677721,0.052449068511791576,0.07553329160545924,0.0219960008110524,0.03838925907470675,0.002904261233386521,-0.004498117822703263,-0.012019132075543854,0.033326632323120095,-0.03178544260188326,-0.05592538375610818,0.002464854167336673,0.012541382523679399,-0.010173242969447892,-0.008056238291566929,0.010759197702018768,-0.02575788301499426,0.008827452498646688,-0.012089624888719092,-0.00592141510252653,0.004740781990147784,0.002021647506175607,0.002471037337097187
Zr,-0.04038407922633302,-0.2808811249914004,0.14131040174032897,-0.14714740827893782,0.03868231471149824,0.07350308924616218,0.23611470383862124,-0.03363869469013066,0.1285659796375698,-0.16645216190619272,-0.11324869104964982,-0.08193008104828332,-0.04782731277762202,-0.010800653343053072,-0.017013476205783088,-0.04027086837699477,0.10597518706207645,-0.008481159406088103,0.05992952881492477,-0.018158030515706813,-0.1428427726344745,0.055647016774418225,0.0322540620005767,0.030783708832184994,-0.18980633755960996,-0.07612091853205058,0.007616378630691249,0.05616023115741812,0.09292586982991427,0.016598945320555624,0.09895285832121573,-0.04374799571526479,-0.03251338313681475,0.060047046313578725,0.0682028969989473,-0.03178325151803213,0.08640298264647632,-0.01334001827520932,-0.0006056919936355778,-0.004700538034603672,0.03011734759489651,0.0038627579552276002,-0.03397849605548147,0.05221922884814,0.03154623551788082,0.01901997397854099,0.017624570967465305,0.03955304082551691,0.04868359757157378,0.024160114001008134,0.017531049851774245,0.03319565646401658,0.00546167490642165,0.014110579801253033,-0.01862810346499238,0.024648460327023704,0.023989259828390896,0.019266967774065613,-0.024024183675766673,0.029819704504822794,0.00911880840538715,0.03154235262320167,0.00041614278746803494
Nb,-0.06013134117711245,-0.3332050081686774,0.0012682960253594434,-0.055513220258302284,-0.0024205084446524586,0.13004801457089826,0.2040652873963052,-0.09406739745723262,0.0860925764341051,0.041104993994555424,-0.006525114494476989,0.07347342250173235,-0.1619661210996418,-0.14209881129254764,-0.024327398654386795,-0.07405634731608604,-0.008147989309103919,-0.09774072215978274,0.16127162353111021,-0.05810051352119181,0.02967267201874444,-0.043318569313163614,-0.04274107235145382,-0.008896337992847433,0.04770843670775424,-0.061294774899490805,0.007450849650154505,0.04182347250401626,-0.1470916074254784,0.011677822441642914,0.030062184134469382,-0.002973211701568435,-0.08766160926639745,0.03267102244084394,0.009798579953400421,0.04280726659851002,0.0367012731786483,-0.0667384220938847,0.03532356200912737,0.04782563217212773,0.01050718896098087,0.06939503821612546,0.0012837957609387995,-0.001301328350518778,-0.03491293711589508,-0.044844385318724575,0.007002222581452667,-0.004906202939435598,-0.07716365158500485,0.056696702768939414,-0.033293750994114454,-0.02281586811001551,0.027726302123854487,0.02117987432739157,-0.035477346427668734,-0.045996839848561386,-0.0003626428009085773,-0.0022529112503506168,-0.025702985968482882,-0.007098728324052982,-0.015522204400313652,-0.02057543718379996,0.011200207026631012
Mo,-0.10261746579445778,-0.2556497577320729,-0.03003779521614809,-0.011827096366832181,0.05285271475066607,-0.043305122103912255,0.1979915280243867,-0.2454627528874688,0.04485411934240114,0.003877950513914373,0.00845475661376866,-0.08294616087042266,0.014449738242638864,-0.1672439856376216,0.06517691627591524,0.0716311629146964,-0.018382471543794094,-0.05718171372188939,-0.053457752872647576,0.014111431085108027,-0.07510024972155747,-0.10809212382806034,0.1755151310440901,-0.07489983786385336,0.000731948297569264,-0.02081370223724449,-0.046073857465914234,-0.11207581914065559,-0.08353646485396078,-0.09342013945222871,-0.051720676670499906,-0.04687125626587026,0.03917647040322545,0.027511242827170483,-0.09041121388463116,0.024574872267140564,-0.043307838481128215,-0.0914831159097584,-0.06177576403939536,0.012159426235131995,-0.06422762268854422,0.0385786532205023,0.011790414279379139,0.004329522019749395,-0.049074203479727435,0.04931862703420189,0.01856359198244428,-0.021979167969352235,0.022860687355194722,-0.02902469389386799,0.029334819948037244,0.011993401680197361,-0.04018003723428217,0.028773684420384953,0.0031297545366568117,-0.00121169004603266,-0.011459100462970651,0.014782041977295867,0.024613729043344888,0.030358194372526258,-0.0051347501995837085,0.006879283477538362,-0.01171308873005887
Tc,0.10822040531400058,-0.2541972279716929,-0.10338233611986446,0.09324516825814858,0.09976634902381303,-0.012491551269065688,-0.012848866643844265,-0.32192803069415077,0.03404754560083617,-0.008412749927922802,0.13638459012939258,-0.017537992745659172,0.17153963602973837,0.0021823571128234856,0.08380181759797949,-0.049235982008229366,-0.0473835683603754,-0.0897110461696412,0.01610780511952361,0.009512054101154658,0.06828626153488292,0.0601878482669065,-0.039955604108550036,-0.05203678285015923,0.029994589230052875,-0.017102651883118134,0.18095927249074886,0.04163758657327931,0.07339417423903007,-0.007491824061723082,0.08069816665282384,-0.03887867402951847,0.031184518442755202,0.07254932047127717,-0.03089586159213673,-0.06761900402913623,-0.013892992535224542,-0.02300185147702781,-0.010258733469321808,0.05237751864983814,0.08740347393882461,-0.039682067483615746,-0.006171465433586651,0.0011769958871296771,0.04843066206547999,0.06791824227816556,-0.018119200186507256,-0.006961649682973531,2.751523795748644e-05,-0.004152301552432455,0.030294473458697763,-0.049796395728973236,-0.0015362350272049652,-0.004487971474073419,0.021348865174106987,-0.008282396362133673,-0.04849476471772786,-0.025319226288093407,-0.02910371624836661,-0.0019074388311958296,0.01521713194742388,-0.021559017840312125,-0.006559423764440474
Ru,-0.16485838720953958,-0.21146640720121126,-0.25617465463515654,-0.045650087328764535,0.11254028341064522,-0.16907895074744014,0.07150449428210755,-0.003670072281901005,-0.06704867790870772,-0.0807245860125299,0.1228830370465395,-0.07977215410719284,-0.04499944931824294,-0.033430139811281116,-0.1479896307552543,0.0954722389464782,0.07500632822690692,0.03316595405896149,0.10756764914195212,0.08747238563418873,0.16160250303145843,-0.028048459193750874,0.030846874441430906,0.04109803494859599,-0.06227175257996927,0.08825874668478911,0.07229827163305198,-0.04123220675957386,0.048109030529551775,-0.008108796339177412,-0.02179844860341137,-0.06546705957974315,-0.03709739715397321,-0.051029332707933465,-0.031280265525437674,-0.0850646311097304,-0.014445967719754697,-0.005334445349933322,-0.03439051940272276,-0.04576330221111824,-0.08508106605783172,0.027074760739651343,0.051745883586133905,-0.01823368427436742,0.029700296558107013,-0.06584005906821903,0.010570925162003524,0.05872948592810161,0.020118807808320725,-0.011659743529757849,-0.021181679598450263,0.02105513838207766,0.05329754240654783,-0.02083495763248201,-0.025081812092258078,-0.016796207970932325,0.01026306810011018,-0.0430543630941463,0.004972267774561246,0.032481878807661554,0.02405417877283332,-0.016830112260202156,-0.0005831597789036394
Rh,-0.1625782743884616,-0.1855302525942105,-0.22374043769029417,-0.0007533320960252343,0.11565561291201902,-0.13745805434597125,0.06287042655888427,-0.02105263281932872,-0.06751629408623208,-0.03341174257688379,0.13149672380424757,-0.1727814514033281,0.018707837652919716,-0.08711757189252681,-0.20671868087976814,-0.03318943417128949,-0.07262281462922836,0.10026766532735941,0.01825692449038399,-0.049002127375157245,-0.13031159372103818,0.030673701777265753,-0.21831174964805605,-0.08324809487520357,0.0048979254387995445,-0.00722176205708472,-0.04715234861399219,0.013781236570944301,-0.07230303810230224,-0.042613553625024135,-0.08822292651303881,0.07446228801566551,-0.02856120681414753,0.0180342078047059,-0.035006023889038715,-0.017748532081160333,-0.00429812737212383,0.00833515563078498,-0.015693011070804775,-0.03957407766683203,0.04014106787616626,-0.05010884669908322,0.08993079939156874,0.09628153504300539,0.039123288176763624,0.03694125917606192,0.0008200519994301525,-0.01945913677763273,0.010951952103075105,-0.01825807342153796,0.016971781865617003,0.01461887918533918,0.014069728268231739,0.020630930088032177,0.03494342128191759,-0.005807616790215222,0.04044566209389456,-0.004100893859947605,-0.0008768231554427986,-0.014646551736739026,-0.013877206913408359,6.872682916916832e-05,0.008650296512597256
Pd,-0.29291779928724615,-0.06116398265650784,-0.10486161029343784,-0.05803670683858955,0.0014521203878288041,-0.1771442315113708,-0.11354996300366017,-0.26213409317731307,0.03587588739610125,-0.09949101265418991,0.0102130081788672,-0.0013722318892226378,-0.04222643448425139,-0.016208004913610043,0.04686376951204434,-0.07710972131893565,0.08268624348614255,-0.07548735366536133,-0.01650408091404614,-0.13313616540937068,0.028773415381363306,0.0769367363493636,0.03194399633895983,0.013729355874748904,-0.056060671505890135,-0.04422920070692915,-0.06852678423767995,-0.0549558983475598,0.09826718300061658,0.05770492495557743,-0.15903018925745907,0.04931464336881634,-0.02854075320188539,0.039142469993475516,0.03586281951246983,-0.020801318040652012,-0.0636540187999805,0.09607599788234247,0.03599493118759756,0.07304187071276402,-0.023400470708370223,0.008076285525518518,-0.01914758145454186,-0.02626032810370129,0.0001855459995569264,-0.038076850994669856,-0.10734535445104462,0.009784026302691358,-0.06895324089326463,-0.01724650707422525,0.039979773132004105,0.02634785193276825,-0.012541475523880774,0.0028253655363097794,0.004293917301378534,-0.013219776528281503,-0.003276431410476366,-0.012532257510359825,0.004152413952366854,0.014598761889587168,-0.015401065243532014,0.013947820960895276,0.009138327688006051
Ag,-0.3830827142749458,0.11027672668015585,-0.1945867913933235,0.1110774598381538,0.039182069293041515,-0.16658973970676205,0.06289913811492158,-0.018087950499452388,0.006002694818927341,-0.12399321465346443,0.1314432761027891,-0.031158149677128818,0.15414552050683503,-0.01952227064584983,0.018847669958468143,-0.07780200070940163,0.019966154574711896,-0.015853725805175266,-0.0008334768919223656,-0.054334294103419514,0.08467058259569661,-0.21671942693712823,-0.0033019424710511486,-0.016413632810653313,-0.11191564553478717,0.0847878664360285,-0.01918731678810296,-0.049566158888282856,-0.050431152962388245,0.04905122437422504,0.05484064608031603,0.0011446821699378127,0.02800225633421798,-0.014093956092327511,-0.03825114405519699,-0.06953427876955848,-0.005639241786709293,0.0708442095553646,0.07902399540382875,0.034138950949581574,0.009976884936919445,-0.027425652474477473,-0.027766403785204397,-0.009868695234892633,-0.09758408242843068,0.006399142427608556,0.05822739536064797,0.04346656224612589,0.023719649066008597,0.029983903267997773,-0.036842787776188005,-0.028641076209206858,-0.04506814564565745,-0.00851805774519828,0.0055691194617660525,0.040071579065703425,0.016204867282943226,0.018750767379275356,-0.021344353149494108,-0.025828166790200162,-0.010090938796301864,0.0037267901539285047,0.013406240878461971
